word,count,trans
የምራትህን, 1, yämrathn
አህያህም, 1, 'ähyahm
ምሙካንም, 1, mmukanm
ቆየኝ, 1, qoyäñ
በሚያስተውሉ, 1, bämiyastäwlu
የማስባትን, 1, yämasbatn
በአጥንቱ, 1, bä'äTntu
የአጎትህ, 1, yä'ägoth
እመታህማለሁ, 1, 'mätahmalähu
የዘመዶቼን, 1, yäzämädočen
ተንበደበደ, 1, tänbädäbädä
ከልክሎአልና, 1, kälklo'älna
ቢወድም, 1, biwädm
የሚያደርጉትንም, 1, yämiyadärgutnm
የሬካብም, 1, yärekabm
የእርያን, 1, yä'ryan
ወደሚናገር, 1, wädäminagär
ከጸሎትና, 1, käṣälotna
አዬ, 1, 'äye
ለጊዜውም, 1, lägizewm
እንደሚሻው, 1, 'ndämišaw
ታሰናዳለች, 1, tasänadaläč
ተከታተለ, 1, täkätatälä
እንድታግዛቸው, 1, 'ndtagzačäw
ይቻለናል, 1, yčalänal
ቅዱሳኖችዋም, 1, qdusanočwam
ፌዘኛውም, 1, fezäñawm
ሊወድ, 1, liwäd
አከበርህ, 1, 'äkäbärh
ትታውም, 1, ttawm
በሶሬቅ, 1, bäsoreq
ከፍለው, 1, käfläw
ሮማኑና, 1, romanuna
ትበዳደላላችሁ, 1, tbädadälalačhu
ይመጡባቸው, 1, ymäTubačäw
ጣዖቶቻችሁ, 1, Taʕotočačhu
አትገናኘው, 1, 'ätgänañäw
ባለጌ, 1, baläge
አይጠቅመኝም, 1, 'äyTäqmäñm
መሸፈኛዬን, 1, mäšäfäñayen
የሚጤስን, 1, yämiTesn
ከልብሱ, 1, kälbsu
ተሸከማቸው, 1, täšäkämačäw
መንግሥታቸውን, 1, mängśtačäwn
አይጠራም, 1, 'äyTäram
ትርንጎዎች, 1, trngowoč
ብራችን, 1, bračn
ሰፈርን, 1, säfärn
እንደማይሰፈርና, 1, 'ndämaysäfärna
አራጣም, 1, 'äraTam
መመረጣችሁን, 1, mämäräTačhun
አሞገሰችኝ, 1, 'ämogäsäčñ
ከሌማቱም, 1, kälematum
ወድቃችኋል, 1, wädqačḫʷal
ተቤዥቶታል, 1, täbežtotal
የምታቃልሉ, 1, yämtaqallu
ባፈሩና, 1, bafäruna
መዝገባቸውን, 1, mäzgäbačäwn
መንጐቻቸው, 1, mängʷäčačäw
ያንሡ, 1, yanśu
ተሰውረናልና, 1, täsäwränalna
እየተቃወሙ, 1, 'yätäqawämu
ፍለጋውን, 1, flägawn
የምትጠጡባቸው, 1, yämtTäTubačäw
አላደከም, 1, 'äladäkäm
ልሰግድለትም, 1, lsägdlätm
በተቻለኝ, 1, bätäčaläñ
አስተማሪህ, 1, 'ästämarih
በኋኋላ, 1, bäḫʷaḫʷala
ከከረጢታችን, 1, käkäräTitačn
የፈሩትንም, 1, yäfärutnm
ተመልከትም, 1, tämälkätm
ተማመን, 1, tämamän
ይቀመጡባቸውማል, 1, yqämäTubačäwmal
ያሸሹ, 1, yašäšu
ታጠቁም, 1, taTäqum
ለሾመው, 1, läšomäw
ሊነጋገር, 1, linägagär
ለሚዘራ, 1, lämizära
ከሴፎር, 1, käsefor
የሪጽፋን, 1, yäriṣfan
አከበሩን, 1, 'äkäbärun
በጌንሳሬጥ, 1, bägensareT
አርኤልንም, 1, 'är'elnm
የሚያገለግሉም, 1, yämiyagäläglum
የበጋንም, 1, yäbäganm
ወደምትበላባት, 1, wädämtbälabat
ድንግሊቱም, 1, dnglitum
ግርማውም, 1, grmawm
እንድልክ, 1, 'ndlk
በእግዚአሔርም, 1, bä'gzi'äħerm
እንዲያሳያችሁ, 1, 'ndiyasayačhu
ቢከብሩ, 1, bikäbru
ሲያድግ, 1, siyadg
አልሰማሽምን, 1, 'älsämašmn
ለካህናትና, 1, läkahnatna
የመጐብኘትን, 1, yämägʷäbñätn
በቈጠሩአቸው, 1, bäqʷäTäru'äčäw
ትንታግንና, 1, tntagnna
ቀናችባት, 1, qänačbat
መውጫህንም, 1, mäwČahnm
ሰልፈኞቹን, 1, sälfäñočun
እኩሌታው, 1, 'kuletaw
ዋሹም, 1, wašum
በባዶ, 1, bäbado
ማስተዋላችሁ, 1, mastäwalačhu
ረስተንስ, 1, rästäns
በመጋረጃዎች, 1, bämägaräǧawoč
ተኵላም, 1, täkʷlam
እስኪያዘንብላችሁ, 1, 'skiyazänblačhu
ይውደዱ, 1, ywdädu
ይለያልና, 1, yläyalna
ተኩላዎች, 1, täkulawoč
ትሸከሚ, 1, tšäkämi
አስመዝዝባችኋለሁ, 1, 'äsmäzzbačḫʷalähu
ተቸግረናልና, 1, täčägränalna
ስለማትችሉ, 1, slämatčlu
ስላደረግነው, 1, sladärägnäw
በመጠቅለያም, 1, bämäTäqläyam
ሞላሁበት, 1, molahubät
መጣባትም, 1, mäTabatm
ፋፌ, 1, fafe
በመጣችሁ, 1, bämäTačhu
አጣቢው, 1, 'äTabiw
ምርኮኛይቱ, 1, mrkoñaytu
እንድትድን, 1, 'ndtdn
በልታ, 1, bälta
ኮበለለች, 1, kobäläläč
መዛሙርታቸውንም, 1, mäzamurtačäwnm
ነግዱም, 1, nägdum
በሕጋቸውም, 1, bäħgačäwm
ፋላል, 1, falal
ያነግሥላቸው, 1, yanägślačäw
የእንግዶቹንም, 1, yä'ngdočunm
ያስፈልጉታል, 1, yasfälgutal
ልክትን, 1, lktn
የሰናክሬም, 1, yäsänakrem
እሆንባቸዋለሁ, 1, 'honbačäwalähu
የሚሉአትም, 1, yämilu'ätm
በልግ, 1, bälg
ኤውላጥንም, 1, 'ewlaTnm
ብልቶቹን, 1, bltočun
ተኝቻለሁ, 1, täñčalähu
ከመዳፍም, 1, kämädafm
የጻፈውን, 1, yäṣafäwn
ተምናሴራ, 1, tämnasera
ኬሌስም, 1, kelesm
ለሮማንቲዔዘር, 1, läromantiʕezär
የተረፉትንም, 1, yätäräfutnm
ጣለውና, 1, Taläwna
ይፈላለገናል, 1, yfälalägänal
ይሰግድለታል, 1, ysägdlätal
ተሰናከልን, 1, täsänakäln
የተገኘበቱ, 1, yätägäñäbätu
አስታወቃቸው, 1, 'ästawäqačäw
በተማራችሁበት, 1, bätämaračhubät
እንደተባለ, 1, 'ndätäbalä
ያረክሳታልና, 1, yaräksatalna
የተሳልኸውንም, 1, yätäsalKäwnm
ተደስቶ, 1, tädästo
አራጣን, 1, 'äraTan
ተዋበችም, 1, täwabäčm
የዘንባባው, 1, yäzänbabaw
የኢሱስ, 1, yä'isus
ሰልል, 1, säll
እንመልሳለን, 1, 'nmälsalän
መቀባትህ, 1, mäqäbath
እንነጋገራለን, 1, 'nnägagäralän
እንዲሰብኩና, 1, 'ndisäbkuna
ከምስጋናም, 1, kämsganam
እንዳይማርካችሁ, 1, 'ndaymarkačhu
አብዩድን, 1, 'äbyudn
አትጣላቸው, 1, 'ätTalačäw
አይለውጥም, 1, 'äyläwTm
በአውራጆች, 1, bä'äwraǧoč
በተራቡ, 1, bätärabu
በአፍንጫውም, 1, bä'äfnČawm
በኔ, 1, bäne
እበትንሻለሁ, 1, 'bätnšalähu
ይቀልልልሃል, 1, yqälllhal
አይችሉአትም, 1, 'äyčlu'ätm
አምላኮቼን, 1, 'ämlakočen
መስክርባቸው, 1, mäskrbačäw
አብደናጎ, 1, 'äbdänago
ጫማዋን, 1, Čamawan
ተውሁሽ, 1, täwhuš
እየሰጠሁ, 1, 'yäsäTähu
ይሰሙኝም, 1, ysämuñm
ሆድህና, 1, hodhna
ድርብም, 1, drbm
የቲርን, 1, yätirn
እረኛና, 1, 'räñana
የተገመደ, 1, yätägämädä
ይሪኤል, 1, yri'el
አልወሰድህም, 1, 'älwäsädhm
አያስቸግረውምና, 1, 'äyasčägräwmna
ስኪኖችም, 1, skinočm
አላጣንም, 1, 'älaTanm
አምባሽን, 1, 'ämbašn
ዙዚምንም, 1, zuzimnm
ምርኮኞቹንና, 1, mrkoñočunna
ወድደሃል, 1, wäddähal
የሚነሣብህ, 1, yäminäśabh
ሊመለከቱ, 1, limäläkätu
ለክብራችን, 1, läkbračn
ሳይታወቀው, 1, saytawäqäw
እቀናላችኋለሁና, 1, 'qänalačḫʷalähuna
የሚገትሩትን, 1, yämigätrutn
እንዲባረክ, 1, 'ndibaräk
እንዳወቃቸው, 1, 'ndawäqačäw
ሰብዓውም, 1, säbʕawm
እየመሰከርሁላችሁ, 1, 'yämäsäkärhulačhu
ያፈገፍግ, 1, yafägäfg
ያስነሣህ, 1, yasnäśah
ከጴጥሮስና, 1, käPeTrosna
ሸዕለቢን, 1, šäʕläbin
ወሰደለት, 1, wäsädälät
ትስማ, 1, tsma
በጅራቱ, 1, bäǧratu
ስላልተቀደሱ, 1, slaltäqädäsu
ያውጡን, 1, yawTun
ለዘኩር, 1, läzäkur
ተገዝቼልሃለሁ, 1, tägäzčelhalähu
እንስደድ, 1, 'nsdäd
የከፈላቸው, 1, yäkäfälačäw
ትጠብቃለህን, 1, tTäbqalähn
አላለፈባትም, 1, 'älaläfäbatm
በዒዬዓባሪም, 1, bäʕiyeʕabarim
አላሚዎቻችሁንና, 1, 'älamiwočačhunna
እንዳይነቅፉአቸው, 1, 'ndaynäqfu'äčäw
የሚወቀሩትን, 1, yämiwäqärutn
ያዝሁ, 1, yazhu
አይሰጡአችሁም, 1, 'äysäTu'äčhum
በልጆችህ, 1, bälǧočh
ቢመሠርት, 1, bimäśärt
በሚፈሰው, 1, bämifäsäw
ትከፍሉ, 1, tkäflu
ሊመጡ, 1, limäTu
ጥለሃቸዋልና, 1, Tlähačäwalna
ለኑኃሚን, 1, länuḫamin
ይየው, 1, yyäw
ላኩልኝ, 1, lakulñ
ንገሪው, 1, ngäriw
የምሕረትህንም, 1, yämħräthnm
የሚኖርእኔ, 1, yäminor'ne
በጫካም, 1, bäČakam
የማይከሰስ, 1, yämaykäsäs
አጥርዋን, 1, 'äTrwan
ጣቱ, 1, Tatu
ከኬብሮናውያንም, 1, käkebronawyanm
ሚስትና, 1, mistna
ይወለድልሃል, 1, ywälädlhal
መለያየትንና, 1, mäläyayätnna
ስለጫነ, 1, släČanä
በከበበ, 1, bäkäbäbä
ሽጠሃልና, 1, šTähalna
አጸናሃቸው, 1, 'äṣänahačäw
ሾምሁህ, 1, šomhuh
አሞሽተህ, 1, 'ämoštäh
ዘራፊዎች, 1, zärafiwoč
አትታክቱ, 1, 'ättaktu
ጠማማነታቸው, 1, Tämamanätačäw
ደሴቶችና, 1, däsetočna
አይግዛኝ, 1, 'äygzañ
አናገኝበትም, 1, 'änagäñbätm
አለበሰ, 1, 'äläbäsä
የራፉ, 1, yärafu
የሠለጠነ, 1, yäśäläTänä
አንሻም, 1, 'änšam
ስላላገኙ, 1, slalagäñu
ጠራቸውና, 1, Täračäwna
እስኪሸሹ, 1, 'skišäšu
የዚህችም, 1, yäzihčm
ደስታችሁን, 1, dästačhun
ሳይሰጥሽ, 1, saysäTš
የሚጠነቍሉትንም, 1, yämiTänäqʷlutnm
ለኬፋም, 1, läkefam
የገጽ, 1, yägäṣ
የሥራቸውንም, 1, yäśračäwnm
በበለስ, 1, bäbäläs
ይጣበቅ, 1, yTabäq
የማይቈጠረው, 1, yämayqʷäTäräw
ይዞኝ, 1, yzoñ
እናስቀናውን, 1, 'nasqänawn
የቅዱሱን, 1, yäqdusun
ከወዳጆቹም, 1, käwädaǧočum
እስኩቴስም, 1, 'skutesm
ሶርያይቱ, 1, soryaytu
ስላስቈጣበት, 1, slasqʷäTabät
የልጆችንም, 1, yälǧočnm
ጭንቃቸውን, 1, Čnqačäwn
መዛሙርትህም, 1, mäzamurthm
የተቈረጣችሁበትን, 1, yätäqʷäräTačhubätn
አስተፋዋለሁ, 1, 'ästäfawalähu
እንደምትበስል, 1, 'ndämtbäsl
በነፍሳችሁም, 1, bänäfsačhum
ተአናትሴሎ, 1, tä'änatselo
ያቆመው, 1, yaqomäw
አስማተኛም, 1, 'äsmatäñam
ትፈላለግ, 1, tfälaläg
አፈለሰን, 1, 'äfäläsän
መልእክታችን, 1, mäl'ktačn
ትውልድህም, 1, twldhm
የሚቀነቅኑ, 1, yämiqänäqnu
አልቻላችሁምን, 1, 'älčalačhumn
የምድጃ, 1, yämdǧa
ከሸማያ, 1, käšämaya
አርሆዎችን, 1, 'ärhowočn
ኰብልዪ, 1, kʷäblyi
ክብርት, 1, kbrt
አስጣለ, 1, 'äsTalä
የማይጠፋንም, 1, yämayTäfanm
ከባሪዬ, 1, käbariye
ትጣራለች, 1, tTaraläč
የደመናውን, 1, yädämänawn
ከሚስቶቹና, 1, kämistočuna
ሰላትያልም, 1, sälatyalm
አይወግሩንምን, 1, 'äywägrunmn
አልናደድምን, 1, 'älnadädmn
ትንቃቸዋለህ, 1, tnqačäwaläh
አያፈስሱም, 1, 'äyafässum
ጽሕፈታቸውና, 1, ṣħfätačäwna
በትካዜያቸውም, 1, bätkazeyačäwm
ተዋጊውንም, 1, täwagiwnm
ትጠገን, 1, tTägän
የሸፈኑትን, 1, yäšäfänutn
ለጌታችንም, 1, lägetačnm
የፍዳም, 1, yäfdam
የሴሌሚ, 1, yäselemi
ያደርጉላቸው, 1, yadärgulačäw
በምታስፈራው, 1, bämtasfäraw
ያጽናና, 1, yaṣnana
የተከሰሰበትን, 1, yätäkäsäsäbätn
የሳቱትን, 1, yäsatutn
ባልሰሙም, 1, balsämum
ይሥቅበታል, 1, yśqbätal
በየአባቱ, 1, bäyä'äbatu
እንዋጣቸው, 1, 'nwaTačäw
ይገናኛሉ, 1, ygänañalu
ከሚጠጣው, 1, kämiTäTaw
ከብታቸው, 1, käbtačäw
ሊያነቃቃው, 1, liyanäqaqaw
ይነሣና, 1, ynäśana
በአንዳንዶችም, 1, bä'ändandočm
ራችሁ, 1, račhu
በሚቆጥሩን, 1, bämiqoTrun
እንደማይላቸው, 1, 'ndämaylačäw
አንበሪ, 1, 'änbäri
አልወደድሁምና, 1, 'älwädädhumna
የምታደርጉአት, 1, yämtadärgu'ät
የረከሱትም, 1, yäräkäsutm
ፈንታህ, 1, fäntah
ቅጠሎቹንም, 1, qTäločunm
መሸምገሉ, 1, mäšämgälu
ነበረችውና, 1, näbäräčwna
ባሰባት, 1, basäbat
እርምጃዬ, 1, 'rmǧaye
የማጥሪንም, 1, yämaTrinm
በየአምላኩ, 1, bäyä'ämlaku
ለሠራዊቱና, 1, läśärawituna
ያልተከተሉት, 1, yaltäkätälut
ይምርህ, 1, ymrh
በሮቹ, 1, bäroču
ለልብዋም, 1, lälbwam
እንፈልግ, 1, 'nfälg
እንዲተምም, 1, 'nditämm
የተጻፈላቸው, 1, yätäṣafälačäw
መታጠቂያዎችንም, 1, mätaTäqiyawočnm
አበጀው, 1, 'äbäǧäw
አሖዋ, 1, 'äħowa
ያለችውም, 1, yaläčwm
የለዩ, 1, yäläyu
አድርጌብህ, 1, 'ädrgebh
ቢያስትህ, 1, biyasth
የጥብርያዶስ, 1, yäTbryados
ከጽዋ, 1, käṣwa
እናስተውላለን, 1, 'nastäwlalän
ጣዪው, 1, Tayiw
እንደምትጾሙት, 1, 'ndämtṣomut
የታያችሁ, 1, yätayačhu
የክህነትንና, 1, yäkhnätnna
ናቡሽዝባንም, 1, nabušzbanm
ዝማሬና, 1, zmarena
ተሰርዮላታል, 1, täsäryolatal
ወደምትገቡበት, 1, wädämtgäbubät
ካልበተንህባትም, 1, kalbätänhbatm
በወፈሩት, 1, bäwäfärut
ምግብዋን, 1, mgbwan
ተልኮአል, 1, tälko'äl
ማጫና, 1, maČana
ላልጠየቁኝም, 1, lalTäyäquñm
ለከተማውም, 1, läkätämawm
ሐዳድሪሞን, 1, ħädadrimon
አትጠባበቁትም, 1, 'ätTäbabäqutm
የጃንደረቦቹን, 1, yäǧandäräbočun
ጸድቀን, 1, ṣädqän
ይዋለዳሉ, 1, ywalädalu
ቀድመን, 1, qädmän
መርበብንም, 1, märbäbnm
ውበትሽ, 1, wbätš
እያዘነ, 1, 'yazänä
ጥበበኞችና, 1, Tbäbäñočna
አይሰረይላችሁም, 1, 'äysäräylačhum
ያልደከማችሁበትንም, 1, yaldäkämačhubätnm
እስኪያጠፉህም, 1, 'skiyaTäfuhm
ሰውረሃል, 1, säwrähal
ያፈልስሃልም, 1, yafälshalm
በሣጥንም, 1, bäśaTnm
ዓመፀኛይቱንና, 1, ʕamäṩäñaytunna
ትሰደዳላችሁ, 1, tsädädalačhu
ይሠራባታል, 1, yśärabatal
የተዋደዱና, 1, yätäwadäduna
የእርሻዋን, 1, yä'ršawan
ሸሹና, 1, šäšuna
እስክትሰድድልኝ, 1, 'sktsäddlñ
የጾርዓ, 1, yäṣorʕa
ትክክልና, 1, tkklna
አላወቅሁትም, 1, 'älawäqhutm
በተጣጣሉበት, 1, bätäTaTalubät
ከተመረመረ, 1, kätämärämärä
ያከብረኛልና, 1, yakäbräñalna
አሰፋለሁ, 1, 'äsäfalähu
የሪያም, 1, yäriyam
አትጠይቀው, 1, 'ätTäyqäw
ሌባውን, 1, lebawn
ሽምሪ, 1, šmri
ቃሬያም, 1, qareyam
ቀርበውኛልና, 1, qärbäwñalna
ሰኰናው, 1, säkʷänaw
የሚጠብቅልንን, 1, yämiTäbqlnn
በመክደኛው, 1, bämäkdäñaw
ቅናትን, 1, qnatn
ጆሮዎቹም, 1, ǧorowočum
ጠረቃቸው, 1, Täräqačäw
የጾማቸውንና, 1, yäṣomačäwnna
ይከተሉትም, 1, ykätälutm
ከማሰማራት, 1, kämasämarat
የድንግልናቸውን, 1, yädnglnačäwn
የተትረፈረፈበትም, 1, yätäträfäräfäbätm
ካሳረፈ, 1, kasaräfä
አልፈለጉምና, 1, 'älfälägumna
ወገበስተ, 1, wägäbästä
አስገበረ, 1, 'äsgäbärä
ተሸልማ, 1, täšälma
በመራራውም, 1, bämärarawm
ተጭዋጭዋኸች, 1, täČwaČwaKäč
ደነገጡም, 1, dänägäTum
ኵሬውንና, 1, kʷrewnna
ሚስቶቻቸውንና, 1, mistočačäwnna
ተግሣጹን, 1, tägśaṣun
ይነድፉ, 1, ynädfu
ተፈወሰች, 1, täfäwäsäč
አወጣታለሁ, 1, 'äwäTatalähu
ጠፈሩንም, 1, Täfärunm
የምትቀበሉት, 1, yämtqäbälut
የሚሰግዱበት, 1, yämisägdubät
ተብረክርከዋል, 1, täbräkrkäwal
እጆቻችሁም, 1, 'ǧočačhum
ምድጆችህም, 1, mdǧočhm
እንመሳሰል, 1, 'nmäsasäl
ታደርቃለች, 1, tadärqaläč
ያስደንቃል, 1, yasdänqal
ትሠዊ, 1, tśäwi
አይምሩም, 1, 'äymrum
የክፋታቸውን, 1, yäkfatačäwn
ታጠፋኝ, 1, taTäfañ
ይማረን, 1, ymarän
የኖእ, 1, yäno'
ደንግዞም, 1, dängzom
ያገለግላቸው, 1, yagäläglačäw
ድንግልን, 1, dngln
የሚፈስሳት, 1, yämifässat
የባሰውን, 1, yäbasäwn
መናገጃ, 1, mänagäǧa
አይራራምን, 1, 'äyraramn
ባንዝልም, 1, banzlm
እንደሚያስወግድ, 1, 'ndämiyaswägd
ፍሬውና, 1, frewna
የዘበኛውም, 1, yäzäbäñawm
በፍርግያና, 1, bäfrgyana
በማምጣቱ, 1, bämamTatu
ሲሰናከል, 1, sisänakäl
የባሪያዎችንም, 1, yäbariyawočnm
ይደር, 1, ydär
አይቀነስም, 1, 'äyqänäsm
አይጸጸትምና, 1, 'äyṣäṣätmna
እታነጽ, 1, 'tanäṣ
እንድትማሩአት, 1, 'ndtmaru'ät
በበረከትም, 1, bäbäräkätm
ተበዳሪም, 1, täbädarim
እየጠራ, 1, 'yäTära
ይገድልህ, 1, ygädlh
ረስታችኋል, 1, rästačḫʷal
የምትጠቅምን, 1, yämtTäqmn
ተከልለውም, 1, täkälläwm
በቃልዋ, 1, bäqalwa
ትጐበኘውም, 1, tgʷäbäñäwm
እንዳይገዙ, 1, 'ndaygäzu
ስለሚያስቱአችሁ, 1, slämiyastu'äčhu
እንዳይዋጥ, 1, 'ndaywaT
በደላችሁም, 1, bädälačhum
እስለዋለሁ, 1, 'släwalähu
ትእዛዞቼንና, 1, t'zazočenna
ባልተባበርናቸውም, 1, baltäbabärnačäwm
በመደረግ, 1, bämädäräg
ጉማሬ, 1, gumare
ሆኖታልና, 1, honotalna
ስለምንከስበት, 1, slämnkäsbät
ፈለጋችሁኝ, 1, fälägačhuñ
የሳኦልና, 1, yäsa'olna
የከቡል, 1, yäkäbul
አደረጓቸው, 1, 'ädärägʷačäw
በስቡና, 1, bäsbuna
ሰልካና, 1, sälkana
ቈጥሮኛል, 1, qʷäTroñal
ከዚች, 1, käzič
ከሸመቁበት, 1, käšämäqubät
የተመሸጉና, 1, yätämäšäguna
መጥቶልህ, 1, mäTtolh
አልሳዕን, 1, 'älsaʕn
ሰጥተሃል, 1, säTtähal
የምትለምኚውን, 1, yämtlämñiwn
አውራን, 1, 'äwran
ተፈወሳችሁ, 1, täfäwäsačhu
ቢለወስም, 1, biläwäsm
በማልሁበት, 1, bämalhubät
እንስገድ, 1, 'nsgäd
የሰሌኑን, 1, yäsälenun
አሳፍረሃል, 1, 'äsafrähal
ሳይፈጽም, 1, sayfäṣm
እንዳሰኘው, 1, 'ndasäñäw
አንጠልጥል, 1, 'änTälTl
እንደሚተከልበትም, 1, 'ndämitäkälbätm
ዣግሬውን, 1, žagrewn
በወደደን, 1, bäwädädän
ይጓዛል, 1, ygʷazal
አናፋባችኋለሁ, 1, 'änafabačḫʷalähu
ዘመኑና, 1, zämänuna
የማይገባውንም, 1, yämaygäbawnm
ጕትቻችሁን, 1, gʷtčačhun
ሰባም, 1, säbam
እረግማታለሁ, 1, 'rägmatalähu
ያሰናክላችኋልን, 1, yasänaklačḫʷaln
ታወኩም, 1, tawäkum
ሆነላችሁ, 1, honälačhu
ለጋውም, 1, lägawm
አወፍራችኋል, 1, 'äwäfračḫʷal
በዘላለማዊ, 1, bäzälalämawi
ፈቃዱንስ, 1, fäqaduns
ይቅደደው, 1, yqdädäw
ተባሶን, 1, täbason
ተገደለውም, 1, tägädäläwm
ስለወደድሁ, 1, släwädädhu
ለዝናብ, 1, läznab
ከሚጠሉ, 1, kämiTälu
ደንድኖአልና, 1, dändno'älna
አስጸያፊና, 1, 'äsṣäyafina
ያደቅቃል, 1, yadäqqal
በአገልግሎታቸውም, 1, bä'ägälglotačäwm
ልንናገር, 1, lnnagär
ከሸሸግሁበትም, 1, käšäšäghubätm
እንዳይነቃነቅ, 1, 'ndaynäqanäq
ከሚካኤል, 1, kämika'el
ቡናህ, 1, bunah
ያመካኙ, 1, yamäkañu
ይጨምሩልሃልና, 1, yČämrulhalna
ትካፈሉ, 1, tkafälu
አልቆብናልና, 1, 'älqobnalna
ባይቤዥ, 1, baybež
ለተሻለችው, 1, lätäšaläčw
ከአምላካቸው, 1, kä'ämlakačäw
እንዲበስሉ, 1, 'ndibäslu
አሳርፍልኝ, 1, 'äsarflñ
መጠጣት, 1, mäTäTat
በክቡር, 1, bäkbur
ይክደነን, 1, ykdänän
መለሱልን, 1, mäläsuln
ዘይቱንና, 1, zäytunna
ልጆችህንና, 1, lǧočhnna
የምታሰጨንቁ, 1, yämtasäČänqu
የሚያጥነውን, 1, yämiyaTnäwn
ሳባጥ, 1, sabaT
መሣቂያና, 1, mäśaqiyana
የምትበላችሁ, 1, yämtbälačhu
ይቀቀሉ, 1, yqäqälu
የማይነገረውን, 1, yämaynägäräwn
ይሰብኩላችኋል, 1, ysäbkulačḫʷal
ደዶች, 1, dädoč
በሕጌም, 1, bäħgem
የአንዳንዶች, 1, yä'ändandoč
በዝግባው, 1, bäzgbaw
የእንጨቱ, 1, yä'nČätu
ከመቅደስም, 1, kämäqdäsm
ስምሽን, 1, smšn
አሐራን, 1, 'äħäran
የተለሳለሰችና, 1, yätäläsaläsäčna
ትዕግሥትና, 1, tʕgśtna
በክንፍዋ, 1, bäknfwa
ባልፈራ, 1, balfära
የአሎን, 1, yä'älon
ታጠፋችኋለች, 1, taTäfačḫʷaläč
የረሳችሁትን, 1, yäräsačhutn
ተነቀለ, 1, tänäqälä
ትጐዳዋለህ, 1, tgʷädawaläh
ጸንታለችና, 1, ṣäntaläčna
የሚጎድላቸውን, 1, yämigodlačäwn
በዛፊቱም, 1, bäzafitum
የሰጣችሁን, 1, yäsäTačhun
ሲያመካኝ, 1, siyamäkañ
የተሰጠች, 1, yätäsäTäč
ተሰናከለ, 1, täsänakälä
እንዲከስህም, 1, 'ndikäshm
ያሠሩትን, 1, yaśärutn
ይሁንሽ, 1, yhunš
በአጠፌታ, 1, bä'äTäfeta
ኤሊዔናይ, 1, 'eliʕenay
ሴቶቻችንና, 1, setočačnna
ትልልቆችን, 1, tllqočn
አትጾሙም, 1, 'ätṣomum
ጣፋጭነቴንና, 1, TafaČnätenna
ሂዳይ, 1, hiday
ይመርመር, 1, ymärmär
ልንጨምረው, 1, lnČämräw
ይነቅልሃል, 1, ynäqlhal
ያደረገላችሁን, 1, yadärägälačhun
የተነቀለ, 1, yätänäqälä
ያልብሱት, 1, yalbsut
መኝታውንም, 1, mäñtawnm
ሬሶች, 1, resoč
በየሥርዓታቸውም, 1, bäyäśrʕatačäwm
በከፍታና, 1, bäkäftana
ዕራቁትነትዋንም, 1, ʕraqutnätwanm
አለሙ, 1, 'älämu
አትሥራው, 1, 'ätśraw
ጋብቾችም, 1, gabčočm
ቅጂ, 1, qǧi
አቂላና, 1, 'äqilana
አያንሣ, 1, 'äyanśa
መደባቸው, 1, mädäbačäw
ለሰጋር, 1, läsägar
ጅማትም, 1, ǧmatm
አትናወጡም, 1, 'ätnawäTum
አሳስበኝ, 1, 'äsasbäñ
ችግራችንንስ, 1, čgračnns
ይረባናል, 1, yräbanal
ያበዛላቸዋል, 1, yabäzalačäwal
ይጠቅማቸዋል, 1, yTäqmačäwal
ተገዝታችሁ, 1, tägäztačhu
ኳስ, 1, kʷas
በፈጠንሁ, 1, bäfäTänhu
ተቈጥቶባቸው, 1, täqʷäTtobačäw
አደንድን, 1, 'ädändn
ትወርሳለህን, 1, twärsalähn
የሰበርሃቸውም, 1, yäsäbärhačäwm
የሚረግምህ, 1, yämirägmh
ቅረጽባቸው, 1, qräṣbačäw
በጉዋይ, 1, bäguway
አያስተምራችሁምን, 1, 'äyastämračhumn
ስላደረገች, 1, sladärägäč
ጠይቁኝ, 1, Täyquñ
እንስሶቻችሁም, 1, 'nssočačhum
በኢኮንያን, 1, bä'ikonyan
ወራትዋ, 1, wäratwa
አወረደችው, 1, 'äwärädäčw
ያድርግልህ, 1, yadrglh
ንፈስ, 1, nfäs
ተዋሺ, 1, täwaši
ትጠባበቃለህ, 1, tTäbabäqaläh
ቂርያትሤፍርን, 1, qiryatśefrn
ለሚጽፉ, 1, lämiṣfu
በተገባኝ, 1, bätägäbañ
ታነሣዋለህን, 1, tanäśawalähn
እንደወጣ, 1, 'ndäwäTa
ትዝስ, 1, tzs
በሰሙም, 1, bäsämum
ብሆንስ, 1, bhons
የርኵስ, 1, yärkʷs
ከገደሉት, 1, kägädälut
እያየና, 1, 'yayäna
ትከሱታላችሁ, 1, tkäsutalačhu
የሚቀድሱ, 1, yämiqädsu
ደገመኝ, 1, dägämäñ
ውጠናታል, 1, wTänatal
ሰላሚኤል, 1, sälami'el
የዘንጉን, 1, yäzängun
ነገሥታቱ, 1, nägäśtatu
አመጣን, 1, 'ämäTan
ከመካፈል, 1, kämäkafäl
ደረስንና, 1, däräsnna
ከአሳፍና, 1, kä'äsafna
እንደምናይ, 1, 'ndämnay
ከብቶችህንም, 1, käbtočhnm
ተጠንቅቃችሁም, 1, täTänqqačhum
ዮሻብሒሴድ, 1, yošabħised
በርኔም, 1, bärnem
ለምራራለትም, 1, lämraralätm
ብትገናኝ, 1, btgänañ
